name,op_name,provider,node_index,dur,activation_size,output_size,input_type_shape,output_type_shape
bert/encoder/layer_9/intermediate/dense/add_1_kernel_time,Add,CPUExecutionProvider,1018,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_9/intermediate/dense/mul_2_kernel_time,Mul,CPUExecutionProvider,1019,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_9/intermediate/dense/mul_3_kernel_time,Mul,CPUExecutionProvider,1020,82,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_9/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1386,848,3145728,786432,"[{""float"": [256, 3072]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/add_kernel_time,Add,CPUExecutionProvider,1027,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,1028,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_9/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,1029,18,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/moments/SquaredDifference__439_kernel_time,Mul,CPUExecutionProvider,1030,14,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,1031,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,1032,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,1033,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/Rsqrt__441_kernel_time,Reciprocal,CPUExecutionProvider,1034,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,1035,18,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,1037,19,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,1038,22,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,1036,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,1039,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_9/output/LayerNorm/batchnorm/add_1:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,1040,51,786432,196613,"[{""float"": [256, 768]}]","[{""uint8"": [256, 768]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_10/attention/self/value/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1333,716,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/self/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,1072,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_10/attention/self/transpose_2_kernel_time,Transpose,CPUExecutionProvider,1073,29,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_10/attention/self/transpose_2:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,1075,50,786432,196613,"[{""float"": [1, 12, 256, 64]}]","[{""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_10/attention/self/query/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1334,706,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/self/Reshape_kernel_time,Reshape,CPUExecutionProvider,1057,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_10/attention/self/transpose_kernel_time,Transpose,CPUExecutionProvider,1058,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_10/attention/self/key/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1335,720,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/self/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,1048,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_10/attention/self/transpose_1_kernel_time,Transpose,CPUExecutionProvider,1049,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
MatMul_With_Transpose_token_11_FusedMatMulAndScale_kernel_time,FusedMatMul,CPUExecutionProvider,1059,297,1572864,3145728,"[{""float"": [1, 12, 256, 64]}, {""float"": [1, 12, 256, 64]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_10/attention/self/add_kernel_time,Add,CPUExecutionProvider,1063,75,3407872,3145728,"[{""float"": [1, 12, 256, 256]}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_10/attention/self/Softmax_kernel_time,Softmax,CPUExecutionProvider,1064,262,3145728,3145728,"[{""float"": [1, 12, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_10/attention/self/MatMul_1_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1387,420,3342341,786432,"[{""float"": [1, 12, 256, 256]}, {""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_10/attention/self/transpose_3_kernel_time,Transpose,CPUExecutionProvider,1080,22,786432,786432,"[{""float"": [1, 12, 256, 64]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_10/attention/self/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,1085,0,786448,786432,"[{""float"": [1, 256, 12, 64]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1388,277,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/add_kernel_time,Add,CPUExecutionProvider,1092,19,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,1093,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/attention/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,1094,17,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/moments/SquaredDifference__449_kernel_time,Mul,CPUExecutionProvider,1095,12,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,1096,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,1097,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,1098,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/Rsqrt__451_kernel_time,Reciprocal,CPUExecutionProvider,1099,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,1100,16,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,1102,16,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,1103,19,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,1101,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/attention/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,1104,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/intermediate/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1389,648,786432,3145728,"[{""float"": [256, 768]}, {""float"": [3072]}, {""int8"": [3072]}, {""float"": [3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/Pow_kernel_time,Pow,CPUExecutionProvider,1111,179,3145728,3145728,"[{""float"": [256, 3072]}, {""float"": []}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/mul_kernel_time,Mul,CPUExecutionProvider,1112,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/add_kernel_time,Add,CPUExecutionProvider,1113,72,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/mul_1_kernel_time,Mul,CPUExecutionProvider,1114,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/Tanh_kernel_time,Tanh,CPUExecutionProvider,1115,171,3145728,3145728,"[{""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/add_1_kernel_time,Add,CPUExecutionProvider,1116,47,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/mul_2_kernel_time,Mul,CPUExecutionProvider,1117,47,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/intermediate/dense/mul_3_kernel_time,Mul,CPUExecutionProvider,1118,71,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_10/output/dense/MatMul_kernel_time,MatMul,CPUExecutionProvider,1119,912,3145728,786432,"[{""float"": [256, 3072]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/dense/BiasAdd_kernel_time,Add,CPUExecutionProvider,1120,20,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/add_kernel_time,Add,CPUExecutionProvider,1121,19,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,1122,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,1123,16,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/moments/SquaredDifference__453_kernel_time,Mul,CPUExecutionProvider,1124,12,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,1125,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,1126,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,1127,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/Rsqrt__455_kernel_time,Reciprocal,CPUExecutionProvider,1128,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,1129,16,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,1131,17,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,1132,19,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,1130,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,1133,19,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_10/output/LayerNorm/batchnorm/add_1:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,1134,55,786432,196613,"[{""float"": [256, 768]}]","[{""uint8"": [256, 768]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_11/attention/self/value/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1339,712,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/self/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,1166,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_11/attention/self/transpose_2_kernel_time,Transpose,CPUExecutionProvider,1167,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_11/attention/self/transpose_2:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,1169,50,786432,196613,"[{""float"": [1, 12, 256, 64]}]","[{""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_11/attention/self/query/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1340,712,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/self/Reshape_kernel_time,Reshape,CPUExecutionProvider,1151,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_11/attention/self/transpose_kernel_time,Transpose,CPUExecutionProvider,1152,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_11/attention/self/key/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1341,713,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/self/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,1142,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_11/attention/self/transpose_1_kernel_time,Transpose,CPUExecutionProvider,1143,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
MatMul_With_Transpose_token_12_FusedMatMulAndScale_kernel_time,FusedMatMul,CPUExecutionProvider,1153,337,1572864,3145728,"[{""float"": [1, 12, 256, 64]}, {""float"": [1, 12, 256, 64]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_11/attention/self/add_kernel_time,Add,CPUExecutionProvider,1157,86,3407872,3145728,"[{""float"": [1, 12, 256, 256]}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_11/attention/self/Softmax_kernel_time,Softmax,CPUExecutionProvider,1158,298,3145728,3145728,"[{""float"": [1, 12, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_11/attention/self/MatMul_1_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1390,473,3342341,786432,"[{""float"": [1, 12, 256, 256]}, {""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_11/attention/self/transpose_3_kernel_time,Transpose,CPUExecutionProvider,1174,25,786432,786432,"[{""float"": [1, 12, 256, 64]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_11/attention/self/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,1179,1,786448,786432,"[{""float"": [1, 256, 12, 64]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1391,255,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/add_kernel_time,Add,CPUExecutionProvider,1186,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,1187,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/attention/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,1188,19,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/moments/SquaredDifference__463_kernel_time,Mul,CPUExecutionProvider,1189,15,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,1190,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,1191,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,1192,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/Rsqrt__465_kernel_time,Reciprocal,CPUExecutionProvider,1193,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,1194,18,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,1196,19,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,1197,21,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,1195,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/attention/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,1198,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/intermediate/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1392,643,786432,3145728,"[{""float"": [256, 768]}, {""float"": [3072]}, {""int8"": [3072]}, {""float"": [3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/Pow_kernel_time,Pow,CPUExecutionProvider,1205,178,3145728,3145728,"[{""float"": [256, 3072]}, {""float"": []}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/mul_kernel_time,Mul,CPUExecutionProvider,1206,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/add_kernel_time,Add,CPUExecutionProvider,1207,72,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/mul_1_kernel_time,Mul,CPUExecutionProvider,1208,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/Tanh_kernel_time,Tanh,CPUExecutionProvider,1209,169,3145728,3145728,"[{""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/add_1_kernel_time,Add,CPUExecutionProvider,1210,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/mul_2_kernel_time,Mul,CPUExecutionProvider,1211,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/intermediate/dense/mul_3_kernel_time,Mul,CPUExecutionProvider,1212,71,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_11/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1393,780,3145728,786432,"[{""float"": [256, 3072]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/add_kernel_time,Add,CPUExecutionProvider,1219,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,1220,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,1221,16,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/moments/SquaredDifference__467_kernel_time,Mul,CPUExecutionProvider,1222,12,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,1223,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,1224,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,1225,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/Rsqrt__469_kernel_time,Reciprocal,CPUExecutionProvider,1226,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,1227,16,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,1229,16,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,1230,19,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,1228,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_11/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,1231,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/Reshape_13_kernel_time,Reshape,CPUExecutionProvider,1234,1,786456,786432,"[{""float"": [256, 768]}, {""int64"": [3]}]","[{""float"": [1, 256, 768]}]"
Shape_1_kernel_time,Shape,CPUExecutionProvider,1235,1,786432,24,"[{""float"": [1, 256, 768]}]","[{""int64"": [3]}]"
